TTD Target ID	Target Name	Target Type	Uniprot ID
TTDS00126	Mu-type opioid receptor	Successful target	P35372
TTDS00127	Kappa-type opioid receptor	Successful target	P41145
TTDS00128	Delta-type opioid receptor	Successful target	P41143
TTDS00129	Sigma(1)-type opioid receptor	Successful target	Q99720
TTDS00130	Tryptase	Successful target	Q15661
TTDS00131	Tumor necrosis factor	Successful target	P01375
TTDS00134	Insulin-degrading Enzyme	Successful target	P14735
TTDS00138	Interleukin 1 receptor	Successful target	P14778
TTDS00139	Interleukin-2 receptor	Successful target	P01589; P14784; P31785
TTDS00140	Acetylcholinesterase	Successful target	P22303
TTDS00141	Neuronal acetylcholine receptor protein, alpha-4 chain	Successful target	P43681
TTDS00143	Cholinesterase	Successful target	P06276
TTDS00144	Erythropoietin Receptor	Successful target	P19235
TTDS00147	Potassium voltage-gated channel subfamily H member 2	Successful target	Q12809
TTDS00148	Potassium voltage-gated channel subfamily KQT member 1	Successful target	P51787
TTDS00149	Potassium voltage-gated channel subfamily KQT member 4	Successful target	P56696
TTDS00150	ATP-sensitive K+ channel	Successful target	P48544
TTDS00153	Na-K-2Cl cotransporter	Successful target	P55011
TTDS00156	Voltage-gated sodium channel	Successful target	Q8NDX3
TTDS00157	Voltage-gated sodium channel subunit alpha Nav1.8	Successful target	Q9Y5Y9
TTDS00158	Amiloride-sensitive sodium channel alpha-subunit	Successful target	P37088
TTDS00161	Voltage-dependent T-type calcium channel alpha-1G subunit	Successful target	O43497
TTDS00164	Extracellular calcium-sensing receptor	Successful target	P41180
TTDS00168	Prostaglandin E2 receptor, EP2 subtype	Successful target	P43116
TTDS00169	Prostaglandin F2-alpha receptor	Successful target	P43088
TTDS00170	Prostacyclin receptor	Successful target	P43119
TTDS00171	Fibroblast growth factor receptor 2	Successful target	P21802
TTDS00174	Neuraminidase	Successful target	Q9IGQ6
TTDS00175	Influenza A virus M2 protein	Successful target	P06821
TTDS00177	Fatty-acid amide hydrolase	Successful target	O00519
TTDS00181	Angiotensin-converting enzyme	Successful target	P12821
TTDS00182	D-alanyl-D-alanine carboxypeptidase	Successful target	Q47746
TTDS00183	Cysteinyl leukotriene receptor 1	Successful target	Q9Y271
TTDS00186	Adenosine A1 receptor	Successful target	P30542
TTDS00187	Adenosine A2a receptor	Successful target	P29274
TTDS00188	Adenosine A2b receptor	Successful target	P29275
TTDS00189	Adenosine A3 receptor	Successful target	P0DMS8
TTDS00191	Poly [ADP-ribose] polymerase-1	Successful target	P09874
TTDS00192	Glutathione S-transferase	Successful target	O60760
TTDS00194	Substance-P receptor	Successful target	P25103
TTDS00195	3-hydroxy-3-methylglutaryl-coenzyme A reductase	Successful target	P04035
TTDS00198	Endothelin-1 receptor	Successful target	P25101
TTDS00199	Endothelin B receptor	Successful target	P24530
TTDS00202	Thrombin	Successful target	P00734
TTDS00203	Coagulation factor Xa	Successful target	P00742
TTDS00204	Coagulation Factor Va	Successful target	P12259
TTDS00205	Coagulation Factor VIIIa	Successful target	P00451
TTDS00206	Mineralocorticoid receptor	Successful target	P08235
TTDS00208	Dihydrofolate reductase	Successful target	P13922 (10-228); P0A547; P00374; P00379; P0ABQ4; P16184; Q27793; Q8I372; Q9HBH1
TTDS00209	AMP-activated protein kinase	Successful target	Q13131; Q9Y478; P54619
TTDS00211	Penicillin binding protein 2	Successful target	P0AD65
TTDS00212	Penicillin binding protein 3	Successful target	P0AD68
TTDS00222	DNA-dependent RNA polymerase at the beta subunit	Successful target	Q7X2I2
TTDS00223	Isoleucyl-tRNA synthetase (bacterial)	Successful target	P00956
TTDS00226	Plastid RNA polymerase beta-subunit	Successful target	P47768
TTDS00228	Beta-lactamase	Successful target	P00807
TTDS00230	Dehydropeptidase I	Successful target	P16444
TTDS00233	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Successful target	P28909
TTDS00234	73-kDa molecular chaperone HSP73	Successful target	P11142
TTDS00235	Enoyl-ACP reductase	Successful target	P0AEK5; Q965D5
TTDS00236	1-deoxy-D-xylulose-5-phosphate reductoisomerase	Successful target	O96693
TTDS00237	Dihydropteroate synthetase	Successful target	Q8IAU3; P0AC13
TTDS00241	17 alpha-hydroxylase-C17, 20-lyase 	Successful target	P05093
TTDS00242	Estrogen receptor	Successful target	P03372
TTDS00245	Progesterone receptor	Successful target	P06401
TTDS00246	Ribonucleoside-diphosphate reductase	Successful target	P08543
TTDS00247	Proto-oncogene tyrosine-protein kinase SRC	Successful target	P12931
TTDS00249	Receptor protein-tyrosine kinase erbB-2	Successful target	P04626
TTDS00250	Estrogen receptor beta	Successful target	Q92731
TTDS00251	Vitamin D receptor	Successful target	P11473
TTDS00252	Cytochrome P450 19	Successful target	P11511
TTDS00253	Gonadotropin-releasing hormone	Successful target	P01148
TTDS00254	Lutropin-choriogonadotropic hormone receptor	Successful target	P22888
TTDS00256	Alkaline phosphatase, tissue-nonspecific	Successful target	P05186
TTDS00258	Parathyroid hormone/parathyroid hormone-related peptide receptor	Successful target	Q03431
TTDS00264	Oxytocin receptor	Successful target	P30559
TTDS00265	Serine/threonine-protein kinase mTOR	Successful target	P42345
TTDS00267	Type-1 angiotensin II receptor	Successful target	P30556
TTDS00268	B-lymphocyte antigen CD20	Successful target	P11836
TTDS00269	Insulin-like growth factor I receptor	Successful target	P08069
TTDS00270	Mast/stem cell growth factor receptor	Successful target	P10721
TTDS00272	Bile acid receptor	Successful target	Q96RI1
TTDS00273	Gonadotropin-releasing hormone receptor	Successful target	P30968
TTDS00274	Heat shock protein 90	Successful target	Q8III6
TTDS00275	Signal transducer and activator of transcription 3	Successful target	P40763
TTDS00276	Thioredoxin reductase, cytoplasmic	Successful target	C4LW95
TTDS00278	Bile salt export pump	Successful target	O95342
TTDS00280	CAMP-specific 3',5'-cyclic phosphodiesterase 4A	Successful target	P27815
TTDS00282	Trypsin	Successful target	P07477
TTDS00283	Glucocorticoid receptor	Successful target	P04150
TTDS00285	Alpha-1-antitrypsin	Successful target	P01009
TTDS00286	Adrenocorticotropic hormone receptor	Successful target	Q01718
TTDS00287	Chloride channel protein 2	Successful target	P51788
TTDS00288	Multidrug resistance-associated protein 1	Successful target	P33527
TTDS00289	Amine oxidase [flavin-containing] A	Successful target	P21397
TTDS00291	Maltase-glucoamylase, intestinal	Successful target	O43451
TTDS00292	Insulin receptor	Successful target	P06213
TTDS00295	Fatty acid synthase	Successful target	P49327
TTDS00296	CGMP-specific 3',5'-cyclic phosphodiesterase	Successful target	O76074
TTDS00299	1,3-Beta-Glucan synthase	Successful target	P38631
TTDS00300	Human keratin	Successful target	Q16195
TTDS00301	Thymidylate synthase	Successful target	P04818; P13922 (322-608)
TTDS00302	Squalene monooxygenase	Successful target	P32476; Q14534
TTDS00306	Carbonic anhydrase II	Successful target	P00918
TTDS00307	Fumarate reductase flavoprotein subunit	Successful target	O06913
TTDS00308	Tubulin beta	Successful target	P07437
TTDS00309	HBV polymerase	Successful target	Q67889
TTDS00310	DNA polymerase	Successful target	O39644
TTDS00311	Toll-like receptor 7	Successful target	Q9NYK1
TTDS00312	DNA (cytosine-5)-methyltransferase	Successful target	P11876
TTDS00313	Ornithine decarboxylase	Successful target	P07805
TTDS00314	4-hydroxyphenylpyruvate dioxygenase	Successful target	P49429
TTDS00315	DNA polymerase (HSV)	Successful target	P04293
TTDS00316	DNA polymerase (HSV-2)	Successful target	P07918
TTDS00317	HIV-1 reverse transcriptase	Successful target	Q69617
TTDS00318	HIV reverse transcriptase	Successful target	P03366 (600-1159)
TTDS00319	HIV-1 protease	Successful target	O09807
TTDS00320	HIV protease	Successful target	P03366 (501-599)
TTDS00322	HIV-1 Tat protein	Successful target	P04612
TTDS00323	Peptidyl-prolyl cis-trans isomerase A	Successful target	P62937
TTDS00325	Transmembrane glycoprotein gp41	Successful target	O70902 (512-845)
TTDS00326	C-C chemokine receptor type 5	Successful target	P51681
TTDS00328	Niemann-Pick C1-like protein 1	Successful target	Q9UHC9
TTDS00334	Cannabinoid receptor 1	Successful target	P21554
TTDS00336	Serum albumin	Successful target	P02768
TTDS00337	Nitric oxide synthase, inducible	Successful target	P35228
TTDS00338	Peroxisome proliferator activated receptor gamma	Successful target	P37231
TTDS00340	Peroxisome proliferator activated receptor alpha	Successful target	Q07869
TTDS00341	Amine oxidase [flavin-containing] B	Successful target	P27338
TTDS00342	Delta-aminolevulinic acid dehydratase	Successful target	P13716
TTDS00346	B-Raf proto-oncogene serine/threonine-protein kinase	Successful target	P15056
TTDS00347	Fusion glycoprotein	Successful target	P33481
TTDS00348	Proto-oncogene tyrosine-protein kinase receptor ret	Successful target	P07949
TTDS00350	Proto-oncogene tyrosine-protein kinase ABL1	Successful target	P00519
TTDS00351	Orphan nuclear receptor NR1I3	Successful target	Q14994
TTDS00355	Epidermal growth factor receptor	Successful target	P00533
TTDS00357	Acetyl-CoA carboxylase 2	Successful target	O00763
TTDS00359	Fungal Cytochrome P450 51	Successful target	P10614
TTDS00360	Receptor-type protein-tyrosine phosphatase S	Successful target	Q13332
TTDS00361	Aromatic-L-amino-acid decarboxylase	Successful target	P20711
TTDS00362	Catechol-O-methyl-transferase	Successful target	P21964
TTDS00363	Calcineurin	Successful target	Q08209; P63098
TTDS00365	Tyrosine 3-monooxygenase	Successful target	P07101
TTDS00367	Androgen receptor	Successful target	P10275
TTDS00368	T-cell surface antigen CD2	Successful target	P06729
TTDS00372	Farnesyl pyrophosphate synthetase	Successful target	P14324; Q86C09
TTDS00373	Tyrosine oxidase	Successful target	P14679
TTDS00377	Ceramide glucosyltransferase	Successful target	Q16739
TTDS00378	Heparin cofactor II	Successful target	P05546
TTDS00380	Thyroid peroxidase	Successful target	P07202
TTDS00381	Thyroid hormone receptor alpha	Successful target	P10827
TTDS00384	Enoyl-[acyl-carrier-protein] reductase [NADH]	Successful target	P9WGR1
TTDS00386	Fatty acid synthase subunit beta	Successful target	P34731
TTDS00389	Tubulin beta-2 chain	Successful target	P05217
TTDS00390	CGMP-inhibited 3',5'-cyclic phosphodiesterase A	Successful target	Q14432
TTDS00392	Plasminogen	Successful target	P00747
TTDS00393	Melatonin receptor type 1A	Successful target	P48039
TTDS00394	Somatostatin receptor type 2	Successful target	P30874
TTDS00395	Thromboxane A2 receptor	Successful target	P21731
TTDS00397	Pancreatic alpha-amylase	Successful target	P04746
TTDS00398	Vitamin K epoxide reductase complex subunit 1	Successful target	Q9BQB6
TTDS00399	5-hydroxytryptamine receptor 3A	Successful target	P46098
TTDS00400	Neuronal acetylcholine receptor subunit alpha-2	Successful target	Q15822
TTDS00401	Inosine-5'-monophosphate dehydrogenase 1	Successful target	P20839
TTDS00402	Sodium channel protein type 5 subunit alpha	Successful target	Q14524
TTDS00403	Gamma-aminobutyric acid receptor subunit alpha-1	Successful target	P14867
TTDS00404	Sodium channel protein type 1 subunit alpha	Successful target	P35498
TTDS00405	Adenine nucleotide translocator 1	Successful target	P12235
TTDS00406	Proto-oncogene tyrosine-protein kinase Fyn	Successful target	P06241
TTDS00407	Proto-oncogene tyrosine-protein kinase LCK	Successful target	P06239
TTDS00408	Proto-oncogene tyrosine-protein kinase Yes	Successful target	P07947
TTDS00409	Troponin C	Successful target	P63316
TTDS00410	Gamma-aminobutyric acid receptor subunit beta-2	Successful target	P47870
TTDS00411	Macrophage colony-stimulating factor receptor	Successful target	Q99062
TTDS00412	Potassium voltage-gated channel subfamily D member 3	Successful target	Q9UK17
TTDS00413	Voltage-dependent T-type calcium channel subunit alpha-1H	Successful target	O95180
TTDS00414	Voltage-dependent L-type calcium channel subunit alpha-1C	Successful target	Q13936
TTDS00415	Voltage-dependent calcium channel subunit alpha-2/delta-1	Successful target	P54289
TTDS00416	Sodium channel protein type 4 subunit alpha	Successful target	P35499
TTDS00417	Peptidyl-prolyl cis-trans isomerase B	Successful target	P23284
TTDS00418	Cytochrome P450 3A4	Successful target	P08684
TTDS00419	Cytochrome P450 11A1, mitochondrial	Successful target	P05108
TTDS00420	Cytochrome P450 11B1, mitochondrial	Successful target	P15538
TTDS00421	Ribonucleoside-diphosphate reductase subunit M2	Successful target	P31350
TTDS00422	Melatonin receptor type 1B	Successful target	P49286
TTDS00424	Guanylate cyclase soluble subunit beta-1	Successful target	Q02153
TTDS00426	Type I iodothyronine deiodinase	Successful target	P49895
TTDS00427	Vacuolar ATP synthase catalytic subunit A	Research target	P38606
TTDS00428	Gamma-aminobutyric acid receptor subunit gamma-2	Successful target	P18507
TTDS00429	Gastric triacylglycerol lipase	Successful target	P07098
TTDS00430	Equilibrative nucleoside transporter 1	Successful target	Q9NIH7
TTDS00431	ATP-sensitive inward rectifier potassium channel 10	Successful target	P78508
TTDS00432	Calmodulin	Successful target	P62158
TTDS00433	Carnitine O-palmitoyltransferase I	Successful target	P50416; Q92523
TTDS00435	Complement C5	Successful target	P01031
TTDS00436	Elongation factor G	Successful target	C1CC62
TTDS00437	Ferrochelatase	Successful target	P22830
TTDS00438	Follicle stimulating hormone receptor	Successful target	P23945
TTDS00439	Glucagon receptor	Successful target	P47871
TTDS00440	Glucagon-like peptide 1 receptor	Successful target	P43220
TTDS00441	Glutamate carboxypeptidase II	Successful target	Q04609
TTDS00442	Granulocyte-macrophage colony-stimulating factor receptor alpha chain	Successful target	P15509
TTDS00444	Lymphocyte function-associated antigen 1	Successful target	P20701
TTDS00445	Integrin alpha-4	Successful target	P13612
TTDS00446	Growth hormone-releasing hormone receptor	Successful target	Q02643
TTDS00447	Interleukin-1 beta	Successful target	P01584
TTDS00448	Leukocyte elastase	Successful target	P08246
TTDS00449	Neprilysin	Successful target	P08473
TTDS00450	Mannose-6-phosphate isomerase	Successful target	P34948
TTDS00451	Renin, renal	Successful target	P00797
TTDS00452	Thyrotropin receptor	Successful target	P16473
TTDS00453	T-lymphocyte activation antigen CD80	Successful target	P33681
TTDS00454	Peripheral-type benzodiazepine receptor	Successful target	P30536
TTDS00465	Transient receptor potential cation channel subfamily A member 1	Successful target	O75762
TTDS00466	Diglyceride acyltransferase	Successful target	O75907
TTDS00467	Antithrombin-III	Successful target	P01008
TTDS00469	NADH dehydrogenase	Successful target	P03886; P03891; P03897
TTDS00470	Vitamin K-dependent protein C	Successful target	P04070
TTDS00471	HLA class II histocompatibility antigen, DRB1-1	Successful target	P04229
TTDS00472	T-cell surface glycoprotein CD1a	Successful target	P06126
TTDS00473	T-cell surface glycoprotein CD3 epsilon chain	Successful target	P07766
TTDS00474	D-alanine-D-alanine ligase A	Successful target	P9WP31
TTDS00475	Cytochrome P450 2D6	Successful target	P10635
TTDS00476	Indoleamine 2,3-dioxygenase	Successful target	P14902
TTDS00477	Interferon-gamma receptor	Successful target	P15260; P38484
TTDS00478	Atrial natriuretic peptide receptor A	Successful target	P16066
TTDS00479	Urease	Successful target	P18314
TTDS00480	B-cell receptor CD22	Successful target	P20273
TTDS00481	Mannose-6-phosphate receptor	Successful target	P20645
TTDS00482	Methylmalonyl-CoA mutase	Successful target	P22033
TTDS00484	High affinity immunoglobulin epsilon receptor	Successful target	P12319; Q01362£» P30273
TTDS00485	Calcitonin receptor	Successful target	P30988
TTDS00486	Vitamin K-dependent gamma-carboxylase	Successful target	P38435
TTDS00487	Carcinoembryonic antigen	Successful target	P40198
TTDS00490	T-lymphocyte activation antigen CD86	Successful target	P42081
TTDS00491	Secretin receptor	Successful target	P47872
TTDS00492	Interferon-alpha/beta receptor	Successful target	P17181; P48551
TTDS00494	Biliverdin reductase A	Successful target	P53004
TTDS00495	Alpha-N-acetylglucosaminidase	Successful target	P54802
TTDS00496	Synaptosomal-associated protein 25	Successful target	P60880
TTDS00497	Somatostatin	Successful target	P61278
TTDS00498	Hemoglobin	Successful target	P68871; P69905
TTDS00499	Type IV phosphodiesterase	Successful target	Q08499
TTDS00500	Adenylate cyclase type 1	Successful target	Q08828
